narration_id,source_type,source,country_family,event_id,match,date,seq,minute_raw,minute_num,text,flag_foul,flag_card,flag_goal,flag_var,flag_penalty,flag_sub,flag_severity
opta_760433_13,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,13,17',17.0,"Goal! Argentina 1, Algeria 0. Lionel Messi (Argentina) left footed shot from outside the box to the top right corner. Assisted by Rodrigo De Paul.",0,0,1,0,0,0,0
opta_760433_14,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,14,25',25.0,Delay in match for a drinks break.,0,0,0,0,0,0,0
opta_760433_15,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,15,28',28.0,Delay over. They are ready to continue.,0,0,0,0,0,0,0
opta_760433_16,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,16,31',31.0,Foul by Lionel Messi (Argentina).,1,0,0,0,0,0,0
opta_760433_17,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,17,31',31.0,Aïssa Mandi (Algeria) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760433_18,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,18,34',34.0,Alexis Mac Allister (Argentina) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760433_19,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,19,34',34.0,Foul by Amine Gouiri (Algeria).,1,0,0,0,0,0,0
opta_760433_20,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,20,36',36.0,Foul by Rafik Belghali (Algeria).,1,0,0,0,0,0,0
opta_760433_21,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,21,36',36.0,Thiago Almada (Argentina) wins a free kick in the attacking half.,1,0,0,0,0,0,0
opta_760433_22,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,22,37',37.0,Attempt missed. Lionel Messi (Argentina) left footed shot from more than 35 yards misses to the left from a direct free kick.,1,0,0,0,0,0,0
opta_760433_23,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,23,37',37.0,Aïssa Mandi (Algeria) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760433_24,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,24,37',37.0,Foul by Facundo Medina (Argentina).,1,0,0,0,0,0,0
opta_760433_25,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,25,39',39.0,"Offside, Argentina. Thiago Almada is caught offside.",0,0,0,0,0,0,0
opta_760433_26,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,26,40',40.0,"Corner, Algeria. Conceded by Emiliano Martínez.",0,0,0,0,0,0,0
opta_760433_27,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,27,41',41.0,Attempt missed. Farès Chaïbi (Algeria) header from the centre of the box misses to the left. Assisted by Hicham Boudaoui with a cross following a corner.,0,0,0,0,0,0,0
opta_760433_28,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,28,42',42.0,Attempt missed. Thiago Almada (Argentina) right footed shot from outside the box is high and wide to the right. Assisted by Enzo Fernández.,0,0,0,0,0,0,0
opta_760433_29,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,29,43',43.0,Foul by Alexis Mac Allister (Argentina).,1,0,0,0,0,0,0
opta_760433_30,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,30,43',43.0,Ibrahim Maza (Algeria) wins a free kick on the left wing.,1,0,0,0,0,0,0
opta_760433_31,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,31,44',44.0,Attempt missed. Farès Chaïbi (Algeria) right footed shot from outside the box is too high. Assisted by Aïssa Mandi.,0,0,0,0,0,0,0
opta_760433_32,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,32,45',45.0,"Attempt missed. Farès Chaïbi (Algeria) right footed shot from a difficult angle on the right is close, but misses to the right. Assisted by Anis Hadj Moussa.",0,0,0,0,0,0,0
opta_760433_33,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,33,45',45.0,Foul by Lautaro Martínez (Argentina).,1,0,0,0,0,0,0
opta_760433_34,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,34,45',45.0,Ramy Bensebaini (Algeria) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760433_35,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,35,45'+1',45.01,Fourth official has announced 4 minutes of added time.,0,0,0,0,0,0,0
opta_760433_36,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,36,45'+1',45.01,"Corner, Algeria. Conceded by Lisandro Martínez.",0,0,0,0,0,0,0
opta_760433_37,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,37,45'+4',45.04,Attempt blocked. Anis Hadj Moussa (Algeria) left footed shot from the right side of the box is blocked. Assisted by Rafik Belghali.,0,0,0,0,0,0,0
opta_760433_38,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,38,45'+4',45.04,Foul by Rafik Belghali (Algeria).,1,0,0,0,0,0,0
opta_760433_39,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,39,45'+4',45.04,Facundo Medina (Argentina) wins a free kick on the left wing.,1,0,0,0,0,0,0
opta_760433_40,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,40,45'+5',45.05,Attempt missed. Alexis Mac Allister (Argentina) header from the centre of the box is too high. Assisted by Lionel Messi with a cross following a set piece situation.,0,0,0,0,0,0,0
opta_760433_41,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,41,45'+5',45.05,"First Half ends, Argentina 1, Algeria 0.",0,0,0,0,0,0,0
opta_760433_42,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,42,45',45.0,"Substitution, Argentina. Nahuel Molina replaces Gonzalo Montiel.",0,0,0,0,0,1,0
opta_760433_43,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,43,45',45.0,"Second Half begins Argentina 1, Algeria 0.",0,0,0,0,0,0,0
opta_760433_44,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,44,48',48.0,Lionel Messi (Argentina) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760433_45,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,45,48',48.0,Foul by Hicham Boudaoui (Algeria).,1,0,0,0,0,0,0
opta_760433_46,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,46,51',51.0,Attempt missed. Lionel Messi (Argentina) left footed shot from outside the box is high and wide to the left. Assisted by Nahuel Molina.,0,0,0,0,0,0,0
opta_760433_47,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,47,51',51.0,Foul by Cristian Romero (Argentina).,1,0,0,0,0,0,0
opta_760433_48,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,48,51',51.0,Ibrahim Maza (Algeria) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760433_49,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,49,54',54.0,Attempt saved. Lautaro Martínez (Argentina) right footed shot from the right side of the box is saved in the bottom left corner by Luca Zidane (Algeria). Assisted by Lionel Messi with a through ball.,0,0,0,0,0,0,0
opta_760433_50,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,50,55',55.0,Amine Gouiri (Algeria) wins a free kick on the left wing.,1,0,0,0,0,0,0
opta_760433_51,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,51,55',55.0,Foul by Cristian Romero (Argentina).,1,0,0,0,0,0,0
opta_760433_52,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,52,55',55.0,"Substitution, Argentina. Nico González replaces Thiago Almada.",0,0,0,0,0,1,0
opta_760433_53,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,53,55',55.0,"Substitution, Argentina. Julián Alvarez replaces Lautaro Martínez.",0,0,0,0,0,1,0
opta_760433_54,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,54,57',57.0,Attempt blocked. Ibrahim Maza (Algeria) right footed shot from outside the box is blocked. Assisted by Farès Chaïbi.,0,0,0,0,0,0,0
opta_760433_55,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,55,59',59.0,"Corner, Argentina. Conceded by Aïssa Mandi.",0,0,0,0,0,0,0
opta_760433_56,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,56,60',60.0,Attempt saved. Alexis Mac Allister (Argentina) right footed shot from outside the box is saved in the centre of the goal by Luca Zidane (Algeria).,0,0,1,0,0,0,0
opta_760433_57,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,57,60',60.0,"Goal! Argentina 2, Algeria 0. Lionel Messi (Argentina) right footed shot from the centre of the box to the bottom right corner.",0,0,1,0,0,0,0
opta_760433_58,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,58,63',63.0,Foul by Hicham Boudaoui (Algeria).,1,0,0,0,0,0,0
opta_760433_59,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,59,63',63.0,Enzo Fernández (Argentina) wins a free kick in the attacking half.,1,0,0,0,0,0,0
opta_760433_60,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,60,64',64.0,"Substitution, Algeria. Houssem Aouar replaces Hicham Boudaoui.",0,0,0,0,0,1,0
opta_760433_61,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,61,64',64.0,"Substitution, Algeria. Mohammed Amoura replaces Amine Gouiri.",0,0,0,0,0,1,0
opta_760433_62,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,62,64',64.0,"Substitution, Algeria. Riyad Mahrez replaces Anis Hadj Moussa.",0,0,0,0,0,1,0
opta_760433_63,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,63,64',64.0,Cristian Romero (Argentina) wins a free kick in the attacking half.,1,0,0,0,0,0,0
opta_760433_64,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,64,64',64.0,Foul by Mohammed Amoura (Algeria).,1,0,0,0,0,0,0
opta_760433_65,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,65,66',66.0,Attempt saved. Lionel Messi (Argentina) left footed shot from outside the box is saved in the top centre of the goal by Luca Zidane (Algeria). Assisted by Alexis Mac Allister.,0,0,1,0,0,0,0
opta_760433_66,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,66,66',66.0,"Corner, Argentina. Conceded by Luca Zidane.",0,0,0,0,0,0,0
opta_760433_67,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,67,69',69.0,"Attempt missed. Houssem Aouar (Algeria) right footed shot from outside the box is close, but misses to the left. Assisted by Mohammed Amoura.",0,0,0,0,0,0,0
opta_760433_68,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,68,69',69.0,Delay in match for a drinks break.,0,0,0,0,0,0,0
opta_760433_69,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,69,71',71.0,Delay over. They are ready to continue.,0,0,0,0,0,0,0
opta_760433_70,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,70,75',75.0,Foul by Farès Chaïbi (Algeria).,1,0,0,0,0,0,0
opta_760433_71,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,71,75',75.0,Rodrigo De Paul (Argentina) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760433_72,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,72,76',76.0,"Goal! Argentina 3, Algeria 0. Lionel Messi (Argentina) left footed shot from the centre of the box to the bottom left corner. Assisted by Nico González.",0,0,1,0,0,0,0
opta_760433_73,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,73,78',78.0,Delay in match because of an injury Ibrahim Maza (Algeria).,0,0,0,0,0,0,0
opta_760433_74,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,74,79',79.0,Delay over. They are ready to continue.,0,0,0,0,0,0,0
opta_760433_75,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,75,80',80.0,"Substitution, Argentina. Nico Paz replaces Lionel Messi.",0,0,0,0,0,1,0
opta_760433_76,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,76,80',80.0,"Substitution, Argentina. Nicolás Otamendi replaces Cristian Romero.",0,0,0,0,0,1,0
opta_760433_77,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,77,81',81.0,"Substitution, Algeria. Adil Boulbina replaces Ibrahim Maza.",0,0,0,0,0,1,0
opta_760433_78,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,78,82',82.0,"Substitution, Algeria. Ramiz Zerrouki replaces Nabil Bentaleb.",0,0,0,0,0,1,0
opta_760433_79,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,79,83',83.0,Foul by Facundo Medina (Argentina).,1,0,0,0,0,0,0
opta_760433_80,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,80,83',83.0,Riyad Mahrez (Algeria) wins a free kick on the right wing.,1,0,0,0,0,0,0
opta_760433_81,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,81,83',83.0,Foul by Julián Alvarez (Argentina).,1,0,0,0,0,0,0
opta_760433_82,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,82,83',83.0,Aïssa Mandi (Algeria) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760433_83,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,83,85',85.0,Houssem Aouar (Algeria) wins a free kick in the attacking half.,1,0,0,0,0,0,0
opta_760433_84,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,84,85',85.0,Foul by Alexis Mac Allister (Argentina).,1,0,0,0,0,0,0
opta_760433_85,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,85,86',86.0,Attempt blocked. Riyad Mahrez (Algeria) left footed shot from outside the box is blocked.,0,0,0,0,0,0,0
opta_760433_86,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,86,90'+1',90.01,Fourth official has announced 6 minutes of added time.,0,0,0,0,0,0,0
opta_760433_87,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,87,90'+5',90.05,Ramy Bensebaini (Algeria) wins a free kick in the attacking half.,1,0,0,0,0,0,0
opta_760433_88,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,88,90'+5',90.05,Foul by Nico Paz (Argentina).,1,0,0,0,0,0,0
opta_760433_89,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,89,90'+6',90.06,Handball by Rayan Aït-Nouri (Algeria).,0,0,0,0,0,0,0
opta_760433_90,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,90,90'+7',90.07,"Second Half ends, Argentina 3, Algeria 0.",0,0,0,0,0,0,0
opta_760433_91,opta,espn_opta,OFFICIAL,760433,ARG-ALG GS,2026-06-17,91,,,"| Match ends, Argentina 3, Algeria 0.",0,0,0,0,0,0,0
opta_760456_0,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,0,,,| Lineups are announced and players are warming up.,0,0,0,0,0,0,0
opta_760456_1,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,1,,,| First Half begins.,0,0,0,0,0,0,0
opta_760456_2,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,2,2',2.0,"Offside, Argentina. Thiago Almada is caught offside.",0,0,0,0,0,0,0
opta_760456_3,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,3,4',4.0,Penalty conceded by Stefan Posch (Austria) after a foul in the penalty area.,1,0,0,0,1,0,0
opta_760456_4,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,4,4',4.0,Penalty Argentina. Lautaro Martínez draws a foul in the penalty area.,1,0,0,0,1,0,0
opta_760456_5,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,5,4',4.0,Delay in match because of an injury Lautaro Martínez (Argentina).,0,0,0,0,0,0,0
opta_760456_6,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,6,6',6.0,Delay over. They are ready to continue.,0,0,0,0,0,0,0
opta_760456_7,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,7,7',7.0,VAR Decision: Penalty Argentina.,0,0,0,1,1,0,0
opta_760456_8,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,8,9',9.0,"Penalty missed. Lionel Messi (Argentina) left footed shot is close, but misses to the right.",0,0,0,0,1,0,0
opta_760456_9,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,9,10',10.0,Foul by Romano Schmid (Austria).,1,0,0,0,0,0,0
opta_760456_10,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,10,10',10.0,Facundo Medina (Argentina) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760456_11,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,11,11',11.0,Michael Gregoritsch (Austria) wins a free kick in the attacking half.,1,0,0,0,0,0,0
opta_760456_12,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,12,11',11.0,Foul by Lisandro Martínez (Argentina).,1,0,0,0,0,0,0
opta_760456_13,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,13,14',14.0,Foul by Alexis Mac Allister (Argentina).,1,0,0,0,0,0,0
opta_760456_14,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,14,14',14.0,Paul Wanner (Austria) wins a free kick on the left wing.,1,0,0,0,0,0,0
opta_760456_15,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,15,16',16.0,Handball by Romano Schmid (Austria).,0,0,0,0,0,0,0
opta_760456_16,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,16,18',18.0,Foul by Paul Wanner (Austria).,1,0,0,0,0,0,0
opta_760456_17,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,17,18',18.0,Alexis Mac Allister (Argentina) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760456_18,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,18,21',21.0,Konrad Laimer (Austria) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760456_19,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,19,21',21.0,Foul by Lautaro Martínez (Argentina).,1,0,0,0,0,0,0
opta_760456_20,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,20,21',21.0,Delay in match because of an injury Rodrigo De Paul (Argentina).,0,0,0,0,0,0,0
opta_760456_21,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,21,22',22.0,Delay over. They are ready to continue.,0,0,0,0,0,0,0
opta_760456_22,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,22,23',23.0,Attempt missed. Paul Wanner (Austria) header from the centre of the box misses to the left. Assisted by Stefan Posch with a cross.,0,0,0,0,0,0,0
opta_760456_23,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,23,23',23.0,"Attempt missed. Marcel Sabitzer (Austria) left footed shot from the centre of the box is close, but misses to the right. Assisted by Paul Wanner.",0,0,0,0,0,0,0
opta_760456_24,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,24,23',23.0,"Corner, Austria. Conceded by Cristian Romero.",0,0,0,0,0,0,0
opta_760456_25,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,25,23',23.0,Delay in match for a drinks break.,0,0,0,0,0,0,0
opta_760456_26,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,26,26',26.0,Delay over. They are ready to continue.,0,0,0,0,0,0,0
opta_760456_27,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,27,29',29.0,"Corner, Austria. Conceded by Nahuel Molina.",0,0,0,0,0,0,0
opta_760456_28,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,28,32',32.0,Attempt blocked. Lionel Messi (Argentina) left footed shot from the centre of the box is blocked.,0,0,0,0,0,0,0
opta_760456_29,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,29,32',32.0,Romano Schmid (Austria) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760456_30,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,30,32',32.0,Foul by Facundo Medina (Argentina).,1,0,0,0,0,0,0
opta_760456_31,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,31,35',35.0,Marcel Sabitzer (Austria) wins a free kick in the attacking half.,1,0,0,0,0,0,0
opta_760456_32,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,32,35',35.0,Foul by Nahuel Molina (Argentina).,1,0,0,0,0,0,0
opta_760456_33,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,33,38',38.0,"Goal! Argentina 1, Austria 0. Lionel Messi (Argentina) left footed shot from the centre of the box to the bottom left corner. Assisted by Facundo Medina following a fast break.",0,0,1,0,0,0,0
opta_760456_34,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,34,40',40.0,Stefan Posch (Austria) is shown the yellow card.,0,1,0,0,0,0,0
opta_760456_35,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,35,43',43.0,Foul by Kevin Danso (Austria).,1,0,0,0,0,0,0
opta_760456_36,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,36,43',43.0,Lionel Messi (Argentina) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760456_37,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,37,44',44.0,Romano Schmid (Austria) wins a free kick in the attacking half.,1,0,0,0,0,0,0
opta_760456_38,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,38,44',44.0,Foul by Alexis Mac Allister (Argentina).,1,0,0,0,0,0,0
opta_760456_39,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,39,45',45.0,Romano Schmid (Austria) wins a free kick in the attacking half.,1,0,0,0,0,0,0
opta_760456_40,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,40,45',45.0,Foul by Enzo Fernández (Argentina).,1,0,0,0,0,0,0
opta_760456_41,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,41,45'+1',45.01,Fourth official has announced 7 minutes of added time.,0,0,0,0,0,0,0
opta_760456_42,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,42,45'+2',45.02,Konrad Laimer (Austria) wins a free kick on the left wing.,1,0,0,0,0,0,0
opta_760456_43,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,43,45'+2',45.02,Foul by Lautaro Martínez (Argentina).,1,0,0,0,0,0,0
opta_760456_44,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,44,45'+7',45.07,"First Half ends, Argentina 1, Austria 0.",0,0,0,0,0,0,0
opta_760456_45,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,45,45',45.0,"Second Half begins Argentina 1, Austria 0.",0,0,0,0,0,0,0
opta_760456_46,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,46,46',46.0,Attempt missed. Marcel Sabitzer (Austria) right footed shot from outside the box misses to the left. Assisted by Nicolas Seiwald.,0,0,0,0,0,0,0
opta_760456_47,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,47,48',48.0,Foul by Xaver Schlager (Austria).,1,0,0,0,0,0,0
opta_760456_48,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,48,48',48.0,Lionel Messi (Argentina) wins a free kick in the defensive half.,1,0,0,0,0,0,0
opta_760456_49,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,49,50',50.0,"Offside, Argentina. Lionel Messi is caught offside.",0,0,0,0,0,0,0
opta_760456_50,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,50,52',52.0,Foul by Xaver Schlager (Austria).,1,0,0,0,0,0,0
opta_760456_51,opta,espn_opta,OFFICIAL,760456,ARG-AUT GS,2026-06-22,51,52',52.0,Lionel Messi (Argentina) wins a free kick in the attacking half.,1,0,0,0,0,0,0
